key,instruction,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_1,condition_2,condition_3,condition_4,condition_5
007982,the wide path remains concise and effective,3982,004968,2,path_length,,,22.0,,,
007983,the wide path remains concise and effective,3983,004969,2,path_length,,,18.0,,,
007984,the wide path remains concise and effective,3984,004970,2,path_length,,,19.0,,,
007985,the wide path remains concise and effective,3985,004971,2,path_length,,,20.0,,,
007986,the wide path remains concise and effective,3986,004972,2,path_length,,,29.0,,,
007987,the wide path remains concise and effective,3987,004973,2,path_length,,,23.0,,,
007988,the wide path remains concise and effective,3988,004974,2,path_length,,,14.0,,,
007989,the wide path remains concise and effective,3989,004975,2,path_length,,,22.0,,,
007990,the wide path remains concise and effective,3990,004976,2,path_length,,,21.0,,,
007991,the wide path remains concise and effective,3991,004977,2,path_length,,,30.0,,,
007992,the wide path remains concise and effective,3992,004978,2,path_length,,,24.0,,,
007993,the wide path remains concise and effective,3993,004979,2,path_length,,,19.0,,,
007994,the wide path remains concise and effective,3994,004980,2,path_length,,,27.0,,,
007995,the wide path remains concise and effective,3995,004981,2,path_length,,,19.0,,,
007996,the wide path remains concise and effective,3996,004982,2,path_length,,,28.0,,,
007997,the wide path remains concise and effective,3997,004983,2,path_length,,,24.0,,,
007998,the wide path remains concise and effective,3998,004984,2,path_length,,,49.0,,,
007999,the wide path remains concise and effective,3999,004985,2,path_length,,,17.0,,,
008000,a balanced path length with narrow characteristics is created,0,000000,3,interactable_count,,,,0.0,,
008001,a balanced path length with narrow characteristics is created,1,000001,3,interactable_count,,,,0.0,,
008002,a balanced path length with narrow characteristics is created,2,000002,3,interactable_count,,,,0.0,,
008003,a balanced path length with narrow characteristics is created,3,000003,3,interactable_count,,,,0.0,,
008004,a balanced path length with narrow characteristics is created,4,000004,3,interactable_count,,,,0.0,,
008005,a balanced path length with narrow characteristics is created,5,000005,3,interactable_count,,,,0.0,,
008006,a balanced path length with narrow characteristics is created,6,000006,3,interactable_count,,,,0.0,,
008007,a balanced path length with narrow characteristics is created,7,000007,3,interactable_count,,,,0.0,,
008008,a balanced path length with narrow characteristics is created,8,000008,3,interactable_count,,,,0.0,,
008009,a balanced path length with narrow characteristics is created,9,000009,3,interactable_count,,,,0.0,,
008010,a balanced path length with narrow characteristics is created,10,000010,3,interactable_count,,,,0.0,,
008011,a balanced path length with narrow characteristics is created,11,000011,3,interactable_count,,,,0.0,,
008012,a balanced path length with narrow characteristics is created,12,000012,3,interactable_count,,,,0.0,,
008013,a balanced path length with narrow characteristics is created,13,000013,3,interactable_count,,,,0.0,,
008014,a balanced path length with narrow characteristics is created,14,000014,3,interactable_count,,,,0.0,,
008015,a balanced path length with narrow characteristics is created,15,000015,3,interactable_count,,,,0.0,,
008016,a balanced path length with narrow characteristics is created,16,000016,3,interactable_count,,,,0.0,,
008017,a balanced path length with narrow characteristics is created,17,000017,3,interactable_count,,,,0.0,,
008018,a balanced path length with narrow characteristics is created,18,000018,3,interactable_count,,,,0.0,,
008019,a balanced path length with narrow characteristics is created,19,000019,3,interactable_count,,,,0.0,,
008020,a balanced path length with narrow characteristics is created,20,000020,3,interactable_count,,,,0.0,,
008021,a balanced path length with narrow characteristics is created,21,000021,3,interactable_count,,,,0.0,,
008022,a balanced path length with narrow characteristics is created,22,000022,3,interactable_count,,,,0.0,,
008023,a balanced path length with narrow characteristics is created,23,000023,3,interactable_count,,,,0.0,,
008024,a balanced path length with narrow characteristics is created,24,000024,3,interactable_count,,,,0.0,,
008025,a balanced path length with narrow characteristics is created,25,000025,3,interactable_count,,,,0.0,,
008026,a balanced path length with narrow characteristics is created,26,000026,3,interactable_count,,,,0.0,,
008027,a balanced path length with narrow characteristics is created,27,000027,3,interactable_count,,,,0.0,,
008028,a balanced path length with narrow characteristics is created,28,000028,3,interactable_count,,,,0.0,,
008029,a balanced path length with narrow characteristics is created,29,000029,3,interactable_count,,,,0.0,,
008030,a balanced path length with wide characteristics is created,30,000030,3,interactable_count,,,,0.0,,
008031,a balanced path length with wide characteristics is created,31,000031,3,interactable_count,,,,0.0,,
008032,a balanced path length with wide characteristics is created,32,000032,3,interactable_count,,,,0.0,,
008033,a balanced path length with wide characteristics is created,33,000033,3,interactable_count,,,,0.0,,
008034,a balanced path length with wide characteristics is created,34,000034,3,interactable_count,,,,0.0,,
008035,a balanced path length with wide characteristics is created,35,000035,3,interactable_count,,,,0.0,,
008036,a balanced path length with wide characteristics is created,36,000036,3,interactable_count,,,,0.0,,
008037,a balanced path length with wide characteristics is created,37,000037,3,interactable_count,,,,0.0,,
008038,a balanced path length with wide characteristics is created,38,000038,3,interactable_count,,,,0.0,,
008039,a balanced path length with wide characteristics is created,39,000039,3,interactable_count,,,,0.0,,
008040,a balanced path length with wide characteristics is created,40,000040,3,interactable_count,,,,0.0,,
008041,a balanced path length with wide characteristics is created,41,000041,3,interactable_count,,,,0.0,,
008042,a balanced path length with wide characteristics is created,42,000042,3,interactable_count,,,,0.0,,
008043,a balanced path length with wide characteristics is created,43,000043,3,interactable_count,,,,0.0,,
008044,a balanced path length with wide characteristics is created,44,000044,3,interactable_count,,,,0.0,,
008045,a balanced path length with wide characteristics is created,45,000045,3,interactable_count,,,,0.0,,
008046,a balanced path length with wide characteristics is created,46,000046,3,interactable_count,,,,0.0,,
008047,a balanced path length with wide characteristics is created,47,000047,3,interactable_count,,,,0.0,,
008048,a balanced path length with wide characteristics is created,48,000048,3,interactable_count,,,,0.0,,
008049,a balanced path length with wide characteristics is created,49,000049,3,interactable_count,,,,0.0,,
008050,a balanced path length with wide characteristics is created,50,000050,3,interactable_count,,,,0.0,,
008051,a balanced path length with wide characteristics is created,51,000051,3,interactable_count,,,,0.0,,
008052,a balanced path length with wide characteristics is created,52,000052,3,interactable_count,,,,0.0,,
008053,a balanced path length with wide characteristics is created,53,000053,3,interactable_count,,,,0.0,,
008054,a balanced path length with wide characteristics is created,54,000054,3,interactable_count,,,,0.0,,
008055,a balanced path length with wide characteristics is created,55,000055,3,interactable_count,,,,0.0,,
008056,a balanced path length with wide characteristics is created,56,000056,3,interactable_count,,,,0.0,,
008057,a balanced path length with wide characteristics is created,57,000057,3,interactable_count,,,,0.0,,
008058,a balanced path length with wide characteristics is created,58,000058,3,interactable_count,,,,0.0,,
008059,a balanced path length with wide characteristics is created,59,000059,3,interactable_count,,,,0.0,,
008060,a bat swarm of clustered units emerges,60,000060,3,interactable_count,,,,0.0,,
008061,a bat swarm of clustered units emerges,61,000061,3,interactable_count,,,,0.0,,
008062,a bat swarm of clustered units emerges,62,000062,3,interactable_count,,,,0.0,,
008063,a bat swarm of clustered units emerges,63,000063,3,interactable_count,,,,0.0,,
008064,a bat swarm of clustered units emerges,64,000064,3,interactable_count,,,,0.0,,
008065,a bat swarm of clustered units emerges,65,000065,3,interactable_count,,,,0.0,,
008066,a bat swarm of clustered units emerges,66,000066,3,interactable_count,,,,0.0,,
008067,a bat swarm of clustered units emerges,67,000067,3,interactable_count,,,,0.0,,
008068,a bat swarm of clustered units emerges,68,000068,3,interactable_count,,,,0.0,,
008069,a bat swarm of clustered units emerges,69,000069,3,interactable_count,,,,0.0,,
008070,a bat swarm of clustered units emerges,70,000070,3,interactable_count,,,,0.0,,
008071,a bat swarm of clustered units emerges,71,000071,3,interactable_count,,,,0.0,,
008072,a bat swarm of clustered units emerges,72,000072,3,interactable_count,,,,0.0,,
008073,a bat swarm of clustered units emerges,73,000073,3,interactable_count,,,,0.0,,
008074,a bat swarm of clustered units emerges,74,000074,3,interactable_count,,,,0.0,,
008075,a bat swarm of clustered units emerges,75,000075,3,interactable_count,,,,0.0,,
008076,a bat swarm of clustered units emerges,76,000076,3,interactable_count,,,,0.0,,
008077,a bat swarm of clustered units emerges,77,000077,3,interactable_count,,,,0.0,,
008078,a bat swarm of clustered units emerges,78,000078,3,interactable_count,,,,0.0,,
008079,a bat swarm of clustered units emerges,79,000079,3,interactable_count,,,,0.0,,
008080,a bat swarm of clustered units emerges,80,000080,3,interactable_count,,,,0.0,,
008081,a bat swarm of clustered units emerges,81,000081,3,interactable_count,,,,0.0,,
008082,a bat swarm of clustered units emerges,82,000082,3,interactable_count,,,,0.0,,
008083,a bat swarm of clustered units emerges,83,000083,3,interactable_count,,,,0.0,,
008084,a bat swarm of clustered units emerges,84,000084,3,interactable_count,,,,0.0,,
008085,a bat swarm of clustered units emerges,85,000085,3,interactable_count,,,,0.0,,
008086,a bat swarm of clustered units emerges,86,000086,3,interactable_count,,,,0.0,,
008087,a bat swarm of clustered units emerges,87,000087,3,interactable_count,,,,0.0,,
008088,a bat swarm of clustered units emerges,88,000088,3,interactable_count,,,,0.0,,
008089,a bat swarm of clustered units emerges,89,000089,3,interactable_count,,,,0.0,,
008090,a bat swarm of clustered units emerges,90,000090,3,interactable_count,,,,0.0,,
008091,a bat swarm of clustered units emerges,91,000091,3,interactable_count,,,,0.0,,
008092,a bat swarm of scattered units emerges,92,000092,3,interactable_count,,,,0.0,,
008093,a bat swarm of scattered units emerges,93,000093,3,interactable_count,,,,0.0,,
008094,a bat swarm of scattered units emerges,94,000094,3,interactable_count,,,,0.0,,
008095,a bat swarm of scattered units emerges,95,000095,3,interactable_count,,,,0.0,,
008096,a bat swarm of scattered units emerges,96,000096,3,interactable_count,,,,0.0,,
008097,a bat swarm of scattered units emerges,97,000097,3,interactable_count,,,,0.0,,
008098,a bat swarm of scattered units emerges,98,000098,3,interactable_count,,,,0.0,,
008099,a bat swarm of scattered units emerges,99,000099,3,interactable_count,,,,0.0,,
008100,a bat swarm of scattered units emerges,100,000100,3,interactable_count,,,,0.0,,
008101,a bat swarm of scattered units emerges,101,000101,3,interactable_count,,,,0.0,,
008102,a bat swarm of scattered units emerges,102,000102,3,interactable_count,,,,0.0,,
008103,a bat swarm of scattered units emerges,103,000103,3,interactable_count,,,,0.0,,
008104,a bat swarm of scattered units emerges,104,000104,3,interactable_count,,,,0.0,,
008105,a bat swarm of scattered units emerges,105,000105,3,interactable_count,,,,0.0,,
008106,a bat swarm of scattered units emerges,106,000106,3,interactable_count,,,,0.0,,
008107,a bat swarm of scattered units emerges,107,000107,3,interactable_count,,,,0.0,,
008108,a bat swarm of scattered units emerges,108,000108,3,interactable_count,,,,0.0,,
008109,a bat swarm of scattered units emerges,109,000109,3,interactable_count,,,,0.0,,
008110,a bat swarm of scattered units emerges,110,000110,3,interactable_count,,,,0.0,,
008111,a bat swarm of scattered units emerges,111,000111,3,interactable_count,,,,0.0,,
008112,a bat swarm of scattered units emerges,112,000112,3,interactable_count,,,,0.0,,
008113,a bat swarm of scattered units emerges,113,000113,3,interactable_count,,,,0.0,,
008114,a bat swarm of scattered units emerges,114,000114,3,interactable_count,,,,0.0,,
008115,a bat swarm of scattered units emerges,115,000115,3,interactable_count,,,,0.0,,
008116,a bat swarm of scattered units emerges,116,000116,3,interactable_count,,,,0.0,,
008117,a bat swarm of scattered units emerges,117,000117,3,interactable_count,,,,0.0,,
008118,a bat swarm of scattered units emerges,118,000118,3,interactable_count,,,,0.0,,
008119,a bat swarm of scattered units emerges,119,000119,3,interactable_count,,,,0.0,,
008120,a bat swarm of scattered units emerges,120,000120,3,interactable_count,,,,0.0,,
008121,a bat swarm of scattered units emerges,121,000121,3,interactable_count,,,,0.0,,
008122,a bat swarm of scattered units emerges,122,000122,3,interactable_count,,,,0.0,,
008123,a bat swarm of scattered units emerges,123,000123,3,interactable_count,,,,0.0,,
008124,a cluster of five clustered bats forms,124,000124,3,interactable_count,,,,0.0,,
008125,a cluster of five clustered bats forms,125,000125,3,interactable_count,,,,0.0,,
008126,a cluster of five clustered bats forms,126,000126,3,interactable_count,,,,0.0,,
008127,a cluster of five clustered bats forms,127,000127,3,interactable_count,,,,0.0,,
008128,a cluster of five clustered bats forms,128,000128,3,interactable_count,,,,0.0,,
008129,a cluster of five clustered bats forms,129,000129,3,interactable_count,,,,0.0,,
008130,a cluster of five clustered bats forms,130,000130,3,interactable_count,,,,0.0,,
008131,a cluster of five clustered bats forms,131,000131,3,interactable_count,,,,0.0,,
008132,a cluster of five clustered bats forms,132,000132,3,interactable_count,,,,0.0,,
008133,a cluster of five clustered bats forms,133,000133,3,interactable_count,,,,0.0,,
008134,a cluster of five clustered bats forms,134,000134,3,interactable_count,,,,0.0,,
008135,a cluster of five clustered bats forms,135,000135,3,interactable_count,,,,0.0,,
008136,a cluster of five clustered bats forms,136,000136,3,interactable_count,,,,0.0,,
008137,a cluster of five clustered bats forms,137,000137,3,interactable_count,,,,0.0,,
008138,a cluster of five clustered bats forms,138,000138,3,interactable_count,,,,0.0,,
008139,a cluster of five clustered bats forms,139,000139,3,interactable_count,,,,0.0,,
008140,a cluster of five clustered bats forms,140,000140,3,interactable_count,,,,0.0,,
008141,a cluster of five clustered bats forms,141,000141,3,interactable_count,,,,0.0,,
008142,a cluster of five clustered bats forms,142,000142,3,interactable_count,,,,0.0,,
008143,a cluster of five clustered bats forms,143,000143,3,interactable_count,,,,0.0,,
008144,a cluster of five clustered bats forms,144,000144,3,interactable_count,,,,0.0,,
008145,a cluster of five clustered bats forms,145,000145,3,interactable_count,,,,0.0,,
008146,a cluster of five clustered bats forms,146,000146,3,interactable_count,,,,0.0,,
008147,a cluster of five clustered bats forms,147,000147,3,interactable_count,,,,0.0,,
008148,a cluster of five clustered bats forms,148,000148,3,interactable_count,,,,0.0,,
008149,a cluster of five clustered bats forms,149,000149,3,interactable_count,,,,0.0,,
008150,a cluster of five clustered bats forms,150,000150,3,interactable_count,,,,0.0,,
008151,a cluster of five clustered bats forms,151,000151,3,interactable_count,,,,0.0,,
008152,a cluster of five clustered bats forms,152,000152,3,interactable_count,,,,0.0,,
008153,a cluster of five clustered bats forms,153,000153,3,interactable_count,,,,0.0,,
008154,a cluster of five clustered bats forms,154,000154,3,interactable_count,,,,0.0,,
008155,a cluster of five clustered bats forms,155,000155,3,interactable_count,,,,0.0,,
008156,a cluster of five scattered bats forms,156,000156,3,interactable_count,,,,0.0,,
008157,a cluster of five scattered bats forms,157,000157,3,interactable_count,,,,0.0,,
008158,a cluster of five scattered bats forms,158,000158,3,interactable_count,,,,0.0,,
008159,a cluster of five scattered bats forms,159,000159,3,interactable_count,,,,0.0,,
008160,a cluster of five scattered bats forms,160,000160,3,interactable_count,,,,0.0,,
008161,a cluster of five scattered bats forms,161,000161,3,interactable_count,,,,0.0,,
008162,a cluster of five scattered bats forms,162,000162,3,interactable_count,,,,0.0,,
008163,a cluster of five scattered bats forms,163,000163,3,interactable_count,,,,0.0,,
008164,a cluster of five scattered bats forms,164,000164,3,interactable_count,,,,0.0,,
008165,a cluster of five scattered bats forms,165,000165,3,interactable_count,,,,0.0,,
008166,a cluster of five scattered bats forms,166,000166,3,interactable_count,,,,0.0,,
008167,a cluster of five scattered bats forms,167,000167,3,interactable_count,,,,0.0,,
008168,a cluster of five scattered bats forms,168,000168,3,interactable_count,,,,0.0,,
008169,a cluster of five scattered bats forms,169,000169,3,interactable_count,,,,0.0,,
008170,a cluster of five scattered bats forms,170,000170,3,interactable_count,,,,0.0,,
008171,a cluster of five scattered bats forms,171,000171,3,interactable_count,,,,0.0,,
008172,a cluster of five scattered bats forms,172,000172,3,interactable_count,,,,0.0,,
008173,a cluster of five scattered bats forms,173,000173,3,interactable_count,,,,0.0,,
008174,a cluster of five scattered bats forms,174,000174,3,interactable_count,,,,0.0,,
008175,a cluster of five scattered bats forms,175,000175,3,interactable_count,,,,0.0,,
008176,a cluster of five scattered bats forms,176,000176,3,interactable_count,,,,0.0,,
008177,a cluster of five scattered bats forms,177,000177,3,interactable_count,,,,0.0,,
008178,a cluster of five scattered bats forms,178,000178,3,interactable_count,,,,0.0,,
008179,a cluster of five scattered bats forms,179,000179,3,interactable_count,,,,0.0,,
008180,a cluster of five scattered bats forms,180,000180,3,interactable_count,,,,0.0,,
008181,a cluster of five scattered bats forms,181,000181,3,interactable_count,,,,0.0,,
008182,a cluster of five scattered bats forms,182,000182,3,interactable_count,,,,0.0,,
008183,a cluster of five scattered bats forms,183,000183,3,interactable_count,,,,0.0,,
008184,a cluster of five scattered bats forms,184,000184,3,interactable_count,,,,0.0,,
008185,a cluster of five scattered bats forms,185,000185,3,interactable_count,,,,0.0,,
008186,a cluster of five scattered bats forms,186,000186,3,interactable_count,,,,0.0,,
008187,a cluster of five scattered bats forms,187,000187,3,interactable_count,,,,0.0,,
008188,a dense group of clustered bats appears,188,000188,3,interactable_count,,,,0.0,,
008189,a dense group of clustered bats appears,189,000189,3,interactable_count,,,,0.0,,
008190,a dense group of clustered bats appears,190,000190,3,interactable_count,,,,0.0,,
008191,a dense group of clustered bats appears,191,000191,3,interactable_count,,,,0.0,,
008192,a dense group of clustered bats appears,192,000192,3,interactable_count,,,,0.0,,
008193,a dense group of clustered bats appears,193,000193,3,interactable_count,,,,0.0,,
008194,a dense group of clustered bats appears,194,000194,3,interactable_count,,,,0.0,,
008195,a dense group of clustered bats appears,195,000195,3,interactable_count,,,,0.0,,
008196,a dense group of clustered bats appears,196,000196,3,interactable_count,,,,0.0,,
008197,a dense group of clustered bats appears,197,000197,3,interactable_count,,,,0.0,,
008198,a dense group of clustered bats appears,198,000198,3,interactable_count,,,,0.0,,
008199,a dense group of clustered bats appears,199,000199,3,interactable_count,,,,0.0,,
008200,a dense group of clustered bats appears,200,000200,3,interactable_count,,,,0.0,,
008201,a dense group of clustered bats appears,201,000201,3,interactable_count,,,,0.0,,
008202,a dense group of clustered bats appears,202,000202,3,interactable_count,,,,0.0,,
008203,a dense group of clustered bats appears,203,000203,3,interactable_count,,,,0.0,,
008204,a dense group of clustered bats appears,204,000204,3,interactable_count,,,,0.0,,
008205,a dense group of clustered bats appears,205,000205,3,interactable_count,,,,0.0,,
008206,a dense group of clustered bats appears,206,000206,3,interactable_count,,,,0.0,,
008207,a dense group of clustered bats appears,207,000207,3,interactable_count,,,,0.0,,
008208,a dense group of clustered bats appears,208,000208,3,interactable_count,,,,0.0,,
008209,a dense group of clustered bats appears,209,000209,3,interactable_count,,,,0.0,,
008210,a dense group of clustered bats appears,210,000210,3,interactable_count,,,,0.0,,
008211,a dense group of clustered bats appears,211,000211,3,interactable_count,,,,0.0,,
008212,a dense group of clustered bats appears,212,000212,3,interactable_count,,,,0.0,,
008213,a dense group of clustered bats appears,213,000213,3,interactable_count,,,,0.0,,
008214,a dense group of clustered bats appears,214,000214,3,interactable_count,,,,0.0,,
008215,a dense group of clustered bats appears,215,000215,3,interactable_count,,,,0.0,,
008216,a dense group of clustered bats appears,216,000216,3,interactable_count,,,,0.0,,
008217,a dense group of clustered bats appears,217,000217,3,interactable_count,,,,0.0,,
008218,a dense group of clustered bats appears,218,000218,3,interactable_count,,,,0.0,,
008219,a dense group of clustered bats appears,219,000219,3,interactable_count,,,,0.0,,
008220,a dense group of scattered bats appears,220,000220,3,interactable_count,,,,0.0,,
008221,a dense group of scattered bats appears,221,000221,3,interactable_count,,,,0.0,,
008222,a dense group of scattered bats appears,222,000222,3,interactable_count,,,,0.0,,
008223,a dense group of scattered bats appears,223,000223,3,interactable_count,,,,0.0,,
008224,a dense group of scattered bats appears,224,000224,3,interactable_count,,,,0.0,,
008225,a dense group of scattered bats appears,225,000225,3,interactable_count,,,,0.0,,
008226,a dense group of scattered bats appears,226,000226,3,interactable_count,,,,0.0,,
008227,a dense group of scattered bats appears,227,000227,3,interactable_count,,,,0.0,,
008228,a dense group of scattered bats appears,228,000228,3,interactable_count,,,,0.0,,
008229,a dense group of scattered bats appears,229,000229,3,interactable_count,,,,0.0,,
008230,a dense group of scattered bats appears,230,000230,3,interactable_count,,,,0.0,,
008231,a dense group of scattered bats appears,231,000231,3,interactable_count,,,,0.0,,
008232,a dense group of scattered bats appears,232,000232,3,interactable_count,,,,0.0,,
008233,a dense group of scattered bats appears,233,000233,3,interactable_count,,,,0.0,,
008234,a dense group of scattered bats appears,234,000234,3,interactable_count,,,,0.0,,
008235,a dense group of scattered bats appears,235,000235,3,interactable_count,,,,0.0,,
008236,a dense group of scattered bats appears,236,000236,3,interactable_count,,,,0.0,,
008237,a dense group of scattered bats appears,237,000237,3,interactable_count,,,,0.0,,
008238,a dense group of scattered bats appears,238,000238,3,interactable_count,,,,0.0,,
008239,a dense group of scattered bats appears,239,000239,3,interactable_count,,,,0.0,,
008240,a dense group of scattered bats appears,240,000240,3,interactable_count,,,,0.0,,
008241,a dense group of scattered bats appears,241,000241,3,interactable_count,,,,0.0,,
008242,a dense group of scattered bats appears,242,000242,3,interactable_count,,,,0.0,,
008243,a dense group of scattered bats appears,243,000243,3,interactable_count,,,,0.0,,
008244,a dense group of scattered bats appears,244,000244,3,interactable_count,,,,0.0,,
008245,a dense group of scattered bats appears,245,000245,3,interactable_count,,,,0.0,,
008246,a dense group of scattered bats appears,246,000246,3,interactable_count,,,,0.0,,
008247,a dense group of scattered bats appears,247,000247,3,interactable_count,,,,0.0,,
008248,a dense group of scattered bats appears,248,000248,3,interactable_count,,,,0.0,,
008249,a dense group of scattered bats appears,249,000249,3,interactable_count,,,,0.0,,
008250,a dense group of scattered bats appears,250,000250,3,interactable_count,,,,0.0,,
008251,a dense group of scattered bats appears,251,000251,3,interactable_count,,,,0.0,,
008252,a few clustered bats appear,252,000252,3,interactable_count,,,,0.0,,
008253,a few clustered bats appear,253,000253,3,interactable_count,,,,0.0,,
008254,a few clustered bats appear,254,000254,3,interactable_count,,,,0.0,,
008255,a few clustered bats appear,255,000255,3,interactable_count,,,,0.0,,
008256,a few clustered bats appear,256,000256,3,interactable_count,,,,0.0,,
008257,a few clustered bats appear,257,000257,3,interactable_count,,,,0.0,,
008258,a few clustered bats appear,258,000258,3,interactable_count,,,,0.0,,
008259,a few clustered bats appear,259,000259,3,interactable_count,,,,0.0,,
008260,a few clustered bats appear,260,000260,3,interactable_count,,,,0.0,,
008261,a few clustered bats appear,261,000261,3,interactable_count,,,,0.0,,
008262,a few clustered bats appear,262,000262,3,interactable_count,,,,0.0,,
008263,a few clustered bats appear,263,000263,3,interactable_count,,,,0.0,,
008264,a few clustered bats appear,264,000264,3,interactable_count,,,,0.0,,
008265,a few clustered bats appear,265,000265,3,interactable_count,,,,0.0,,
008266,a few clustered bats appear,266,000266,3,interactable_count,,,,0.0,,
008267,a few clustered bats appear,267,000267,3,interactable_count,,,,0.0,,
008268,a few clustered bats appear,268,000268,3,interactable_count,,,,0.0,,
008269,a few clustered bats appear,269,000269,3,interactable_count,,,,0.0,,
008270,a few clustered bats appear,270,000270,3,interactable_count,,,,0.0,,
008271,a few clustered bats appear,271,000271,3,interactable_count,,,,0.0,,
008272,a few clustered bats appear,272,000272,3,interactable_count,,,,0.0,,
008273,a few clustered bats appear,273,000273,3,interactable_count,,,,0.0,,
008274,a few clustered bats appear,274,000274,3,interactable_count,,,,0.0,,
008275,a few clustered bats appear,275,000275,3,interactable_count,,,,0.0,,
008276,a few clustered bats appear,276,000276,3,interactable_count,,,,0.0,,
008277,a few clustered bats appear,277,000277,3,interactable_count,,,,0.0,,
008278,a few clustered bats appear,278,000278,3,interactable_count,,,,0.0,,
008279,a few clustered bats appear,279,000279,3,interactable_count,,,,0.0,,
008280,a few clustered bats appear,280,000280,3,interactable_count,,,,0.0,,
008281,a few clustered bats appear,281,000281,3,interactable_count,,,,0.0,,
008282,a few clustered bats appear,282,000282,3,interactable_count,,,,0.0,,
008283,a few clustered bats appear,283,000283,3,interactable_count,,,,0.0,,
008284,a few large regions are present,284,000284,3,interactable_count,,,,0.0,,
008285,a few large regions are present,285,000285,3,interactable_count,,,,0.0,,
008286,a few large regions are present,286,000286,3,interactable_count,,,,0.0,,
008287,a few large regions are present,287,000287,3,interactable_count,,,,0.0,,
008288,a few large regions are present,288,000288,3,interactable_count,,,,0.0,,
008289,a few large regions are present,289,000289,3,interactable_count,,,,0.0,,
008290,a few large regions are present,290,000290,3,interactable_count,,,,0.0,,
008291,a few large regions are present,291,000291,3,interactable_count,,,,0.0,,
008292,a few large regions are present,292,000292,3,interactable_count,,,,0.0,,
008293,a few large regions are present,293,000293,3,interactable_count,,,,0.0,,
008294,a few large regions are present,294,000294,3,interactable_count,,,,0.0,,
008295,a few large regions are present,295,000295,3,interactable_count,,,,0.0,,
008296,a few large regions are present,296,000296,3,interactable_count,,,,0.0,,
008297,a few large regions are present,297,000297,3,interactable_count,,,,0.0,,
008298,a few large regions are present,298,000298,3,interactable_count,,,,0.0,,
008299,a few large regions are present,299,000299,3,interactable_count,,,,0.0,,
008300,a few large regions are present,300,000300,3,interactable_count,,,,0.0,,
008301,a few large regions are present,301,000301,3,interactable_count,,,,0.0,,
008302,a few large regions are present,302,000302,3,interactable_count,,,,0.0,,
008303,a few large regions are present,303,000303,3,interactable_count,,,,0.0,,
008304,a few large regions are present,304,000304,3,interactable_count,,,,0.0,,
008305,a few large regions are present,305,000305,3,interactable_count,,,,0.0,,
008306,a few large regions are present,306,000306,3,interactable_count,,,,0.0,,
008307,a few large regions are present,307,000307,3,interactable_count,,,,0.0,,
008308,a few large regions are present,308,000308,3,interactable_count,,,,0.0,,
008309,a few large regions are present,309,000309,3,interactable_count,,,,0.0,,
008310,a few large regions are present,310,000310,3,interactable_count,,,,0.0,,
008311,a few large regions are present,311,000311,3,interactable_count,,,,0.0,,
008312,a few scattered bats appear,312,000312,3,interactable_count,,,,0.0,,
008313,a few scattered bats appear,313,000313,3,interactable_count,,,,0.0,,
008314,a few scattered bats appear,314,000314,3,interactable_count,,,,0.0,,
008315,a few scattered bats appear,315,000315,3,interactable_count,,,,0.0,,
008316,a few scattered bats appear,316,000316,3,interactable_count,,,,0.0,,
008317,a few scattered bats appear,317,000317,3,interactable_count,,,,0.0,,
008318,a few scattered bats appear,318,000318,3,interactable_count,,,,0.0,,
008319,a few scattered bats appear,319,000319,3,interactable_count,,,,0.0,,
008320,a few scattered bats appear,320,000320,3,interactable_count,,,,0.0,,
008321,a few scattered bats appear,321,000321,3,interactable_count,,,,0.0,,
008322,a few scattered bats appear,322,000322,3,interactable_count,,,,0.0,,
008323,a few scattered bats appear,323,000323,3,interactable_count,,,,0.0,,
008324,a few scattered bats appear,324,000324,3,interactable_count,,,,0.0,,
008325,a few scattered bats appear,325,000325,3,interactable_count,,,,0.0,,
008326,a few scattered bats appear,326,000326,3,interactable_count,,,,0.0,,
008327,a few scattered bats appear,327,000327,3,interactable_count,,,,0.0,,
008328,a few scattered bats appear,328,000328,3,interactable_count,,,,0.0,,
008329,a few scattered bats appear,329,000329,3,interactable_count,,,,0.0,,
008330,a few scattered bats appear,330,000330,3,interactable_count,,,,0.0,,
008331,a few scattered bats appear,331,000331,3,interactable_count,,,,0.0,,
008332,a few scattered bats appear,332,000332,3,interactable_count,,,,0.0,,
008333,a few scattered bats appear,333,000333,3,interactable_count,,,,0.0,,
008334,a few scattered bats appear,334,000334,3,interactable_count,,,,0.0,,
008335,a few scattered bats appear,335,000335,3,interactable_count,,,,0.0,,
008336,a few scattered bats appear,336,000336,3,interactable_count,,,,0.0,,
008337,a few scattered bats appear,337,000337,3,interactable_count,,,,0.0,,
008338,a few scattered bats appear,338,000338,3,interactable_count,,,,0.0,,
008339,a few scattered bats appear,339,000339,3,interactable_count,,,,0.0,,
008340,a few scattered bats appear,340,000340,3,interactable_count,,,,0.0,,
008341,a few scattered bats appear,341,000341,3,interactable_count,,,,0.0,,
008342,a few scattered bats appear,342,000342,3,interactable_count,,,,0.0,,
008343,a few scattered bats appear,343,000343,3,interactable_count,,,,0.0,,
008344,a few small regions are present,344,000344,3,interactable_count,,,,0.0,,
008345,a few small regions are present,345,000345,3,interactable_count,,,,0.0,,
008346,a few small regions are present,346,000346,3,interactable_count,,,,0.0,,
008347,a few small regions are present,347,000347,3,interactable_count,,,,0.0,,
